brick: .word 16, 16
.byte 175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,
21,21,21,21,21,21,21,0,21,21,21,21,21,21,21,0,
21,21,21,21,21,21,21,0,21,21,21,21,21,21,21,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,21,21,0,21,21,21,21,21,21,21,0,21,21,21,21,
21,21,21,0,21,21,21,21,21,21,21,0,21,21,21,21,
21,21,21,0,21,21,21,21,21,21,21,0,21,21,21,21,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,21,21,21,21,21,21,0,21,21,21,21,21,21,21,0,
21,21,21,21,21,21,21,0,21,21,21,21,21,21,21,0,
21,21,21,21,21,21,21,0,21,21,21,21,21,21,21,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,21,21,0,21,21,21,21,21,21,21,0,21,21,21,21,
21,21,21,0,21,21,21,21,21,21,21,0,21,21,21,21,
21,21,21,0,21,21,21,21,21,21,21,0,21,21,21,21,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


